release_url	language	code	original_text
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25.2	Les symptômes dépressifs de l'humeur dans les troubles psychotiques primaires font référence à une humeur dépressive telle que rapportée par le sujet (sentiment de déprime, de tristesse) ou manifestée par un signe (par exemple, apparence larmoyante, abattue). Si seuls des symptômes non liés à l'humeur d'un épisode dépressif sont présents (par exemple, anhédonie, ralentissement psychomoteur), ce descripteur ne doit pas être utilisé. Ce descripteur peut être utilisé, que les symptômes dépressifs réunissent ou non les critères de diagnostic d'un Trouble dépressif diagnostiqué séparément. L’évaluation doit être effectuée en fonction de la sévérité des symptômes dépressifs de l’humeur au cours de la semaine précédente.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25.3	Les symptômes maniaques de l'humeur dans des troubles psychotiques primaires peuvent inclure une humeur enjouée, euphorique, irritable ou expansive, y compris des sautes d’humeur rapides (c.-à-d., labilité de l’humeur). Ils incluent également une expérience subjective d’énergie accrue, qui peut s’accompagner d’une augmentation de l’activité dirigée vers un objectif. La sévérité des symptômes non thymiques associés d’un épisode maniaque ou hypomaniaque (p. ex. besoin réduit de sommeil, distractibilité) ne doivent pas être pris en compte dans l’évaluation. L’augmentation de l’activité psychomotrice non dirigée vers un objectif doit être prise en compte dans l’évaluation des « symptômes psychomoteurs dans des troubles psychotiques primaires » plutôt qu’ici. Ce descripteur peut être utilisé que les symptômes maniaques satisfassent ou non les critères de diagnostic d’un trouble bipolaire séparément diagnostiqué. L’évaluation doit être effectuée en fonction de la sévérité des symptômes thymiques maniaques au cours de la semaine précédente.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25.4	Les symptômes psychomoteurs dans des troubles psychotiques primaires comprennent l'agitation psychomotrice ou l'activité motrice excessive, qui se manifeste généralement par des comportements sans objet tels qu’un trépignement, des déplacements, le balancement, l'incapacité à rester assis ou debout, le fait de se tordre les mains, le retard psychomoteur ou un ralentissement généralisé visible des mouvements et de la parole, et des symptômes catatoniques tels que l'excitation, la posture, la flexibilité cireuse, le négativisme, le mutisme ou la stupeur. L'évaluation doit être effectuée en fonction de la sévérité des symptômes psychomoteurs au cours de la semaine précédente.
http://id.who.int/icd/release/11/2026-01/mms	fr	6A25.5	Les symptômes cognitifs dans des troubles psychotiques primaires font référence à la déficience cognitive dans n’importe lequel des domaines suivants: vitesse de traitement, attention/concentration, orientation, jugement, abstraction, apprentissage verbal ou visuel et mémoire de travail. La déficience cognitive n’est pas attribuable à un trouble neurodéveloppemental, à un délire ou à un autre trouble neurocognitif, ni aux effets directs d’une substance ou d’un médicament sur le système nerveux central, y compris aux effets d’un sevrage. Idéalement, l’utilisation de cette catégorie doit être basée sur les résultats d’évaluations neuropsychologiques normalisées validées, bien que de telles mesures ne soient peut-être pas disponibles dans tous les cadres. L’évaluation doit reposer sur le niveau de sévérité des symptômes cognitifs au cours de la semaine précédente.
http://id.who.int/icd/release/11/2026-01/mms	de	6A25	Diese Kategorien können zur Charakterisierung des aktuellen klinischen Bildes bei Personen mit der Diagnose Schizophrenie oder einer anderen primären psychotischen Störung verwendet werden und sollten nicht bei Personen ohne eine solche Diagnose verwendet werden. Es können mehrere Kategorien verwendet werden. Symptome, die auf die direkten pathophysiologischen Folgen eines Gesundheitszustands oder einer Verletzung zurückzuführen sind, der/die nicht unter psychische Störungen, Verhaltensstörungen oder Störungen der neuromentalen Entwicklung fällt (z. B. ein Hirntumor oder eine traumatische Hirnverletzung), oder auf die direkten Auswirkungen einer Substanz oder eines Medikaments auf das zentrale Nervensystem, einschließlich Entzugserscheinungen, sollten nicht als Beispiele für die jeweiligen Arten von Symptomen gelten.
http://id.who.int/icd/release/11/2026-01/mms	de	6A25.0	Zu den Positivsymptomen bei primären psychotischen Störungen gehören anhaltende Wahnsymptome, anhaltende Halluzinationen (am häufigsten verbale, auditive Halluzinationen), desorganisiertes Denken (formale Denkstörungen wie lose Assoziationen, Gedankenentgleisungen oder Inkohärenz), grob desorganisiertes Verhalten (Verhalten, das bizarr, zwecklos und nicht zielgerichtet erscheint) und das Erleben von Passivität und Kontrolle (das Erleben, dass die eigenen Gefühle, Impulse oder Gedanken unter der Kontrolle einer externen Kraft stehen). Die Bewertung sollte auf der Grundlage des Schweregrads der positiven Symptome in der vergangenen Woche erfolgen.
http://id.who.int/icd/release/11/2026-01/mms	de	6A25.1	Zu den Negativsymptomen bei primären psychotischen Störungen gehören eingeschränkter, reduzierter oder flacher Affekt, Alogie oder Spracharmut, Antriebsminderung (allgemeine Antriebslosigkeit oder fehlende Motivation, sinnvolle Ziele zu verfolgen), Asozialität (vermindertes oder fehlendes Engagement für andere und Interesse an sozialer Interaktion) und Anhedonie (Unfähigkeit, Freude an normalerweise angenehmen Aktivitäten zu empfinden). Um als negative psychotische Symptome eingestuft zu werden, sollten die relevanten Symptome nicht ausschließlich auf eine Behandlung mit antipsychotischen Medikamenten, eine depressive Störung oder eine wenig stimulierende Umgebung zurückzuführen sein und nicht eine direkte Folge eines positiven Symptoms sein (z. B. Verfolgungswahn, der eine Person aufgrund von Angst vor Schaden sozial isoliert). Die Bewertung sollte auf der Grundlage des Schweregrads der Negativsymptome in der vergangenen Woche erfolgen.
http://id.who.int/icd/release/11/2026-01/mms	de	6A25.2	Depressive Symptome bei primären psychotischen Störungen beziehen sich auf eine depressive Stimmung, wie sie von der betroffenen Person angegeben wird (Niedergeschlagenheit, Traurigkeit) oder sich als Zeichen manifestiert (z. B. weinerliches, niedergeschlagenes Aussehen). Wenn nur nicht-stimmungsbezogene Symptome einer depressiven Episode vorliegen (z. B. Anhedonie, psychomotorische Verlangsamung), sollte dieser Deskriptor nicht verwendet werden. Dieser Deskriptor kann unabhängig davon verwendet werden, ob die depressiven Symptome die diagnostischen Anforderungen einer gesondert diagnostizierten depressiven Störung erfüllen oder nicht. Die Bewertung sollte auf der Grundlage des Schweregrads der depressiven Symptome in der vergangenen Woche erfolgen.
http://id.who.int/icd/release/11/2026-01/mms	de	6A25.3	"Die manischen Symptome bei primären psychotischen Störungen beziehen sich auf gehobene, euphorische, reizbare oder expansive affektive Zustände, einschließlich schneller Wechsel zwischen verschiedenen affektiven Zuständen (d. h. Stimmungslabilität). Dazu gehört auch ein gesteigertes subjektives Energieempfinden, das mit einer erhöhten zielgerichteten Aktivität einhergehen kann. Der Schweregrad der mit einer manischen oder hypomanischen Episode verbundenen Nicht-Stimmungssymptome (z. B. vermindertes Schlafbedürfnis, Ablenkbarkeit) sollte bei der Bewertung nicht berücksichtigt werden. Erhöhte nicht-zielgerichtete psychomotorische Aktivität sollte nicht hier, sondern im Rahmen der Bewertung der ""psychomotorischen Symptome bei primären psychotischen Störungen"" berücksichtigt werden. Dieser Deskriptor kann unabhängig davon verwendet werden, ob die manischen Symptome die diagnostischen Anforderungen einer separat diagnostizierten bipolaren Störung erfüllen oder nicht. Die Einstufung sollte auf der Grundlage des Schweregrads der Symptome der manischen Stimmung während der letzten Woche vorgenommen werden."
http://id.who.int/icd/release/11/2026-01/mms	de	6A25.4	Zu den psychomotorischen Symptomen bei primären psychotischen Störungen gehören psychomotorische Unruhe oder übermäßige motorische Aktivität, die sich in der Regel durch zwecklose Verhaltensweisen wie Zappeln, Umhergehen, Herumfuchteln, Unfähigkeit, still zu sitzen oder zu stehen, Ringen der Hände, psychomotorische Retardierung oder eine sichtbare allgemeine Verlangsamung von Bewegungen und Sprache sowie katatonische Symptome wie Erregung, Körperhaltung, wächserne Flexibilität, Negativismus, Mutismus oder Stupor äußern. Die Bewertung sollte auf der Grundlage der Schwere der psychomotorischen Symptome während der letzten Woche erfolgen.
http://id.who.int/icd/release/11/2026-01/mms	de	6A25.5	Kognitive Symptome bei primären psychotischen Störungen beziehen sich auf kognitive Beeinträchtigungen in einem der folgenden Bereiche: Verarbeitungsgeschwindigkeit, Aufmerksamkeit/Konzentration, Orientierung, Urteilsvermögen, Abstraktionsvermögen, verbales oder visuelles Lernen und Arbeitsgedächtnis. Die kognitive Beeinträchtigung ist nicht auf eine neuromentale Entwicklungsstörung, ein Delir oder eine andere neurokognitive Störung oder auf die direkten Auswirkungen einer Substanz oder eines Medikaments auf das zentrale Nervensystem, einschließlich Entzugserscheinungen, zurückzuführen. Idealerweise sollte die Verwendung dieser Kategorie auf den Ergebnissen lokal validierter, standardisierter neuropsychologischer Bewertungen beruhen, auch wenn solche Messungen nicht in allen Einrichtungen verfügbar sind. Die Einstufung sollte auf der Grundlage des Schweregrads der kognitiven Symptome während der letzten Woche vorgenommen werden.
